2571;ОБЛАКА;ЛИЦЕЙ;МАКАРЕВИЧ АЛ.;ТИМЧЕНКО Н.; ; 
1114;ОБМАНИ МЕНЯ;ПРЕСНЯКОВ В.;ПРЕСНЯКОВ В.;РЕЗНИК И.; ; 
1115;ОБНИМАЯ НЕБО;ГУЛЯЕВ Ю.;ПАХМУТОВА А.;ДОБРОНРАВОВ Н.; ; 
2560;ОБО МНЕ НЕ ВСПОМИНАЙ;ВАЛЕРИЯ;ДРОБЫШ В.;СТЮФ Л.; ; 
1742;ОБОРВЕТСЯ СТРУНА;СЛУЦКИЙ И.;СЛУЦКИЙ И.;МУРАВЬЕВ Е.; ; 
2959;ОБРАТНЫЙ БИЛЕТ;БУЛАНОВА Т.;ДУНАЕВСКИЙ М.;РЕЗНИК И.; ; 
2925;ОБРУЧАЛЬНАЯ;РУССО А.;ZOLLI;ЧЕРНИЧЕНКО Н.; ; 
1116;ОБРУЧАЛЬНОЕ КОЛЬЦО;ЛЕЙСЯ, ПЕСНЯ;ШАИНСКИЙ В.;РЯБИНИН М.;•; 
2920;ОБЪЯСНИ МНЕ;УМАТУРМАН;КРИСТОВСКИЙ В.;КРИСТОВСКИЙ В.; ; 
2942;ОБЪЯСНИТЬ НЕВОЗМОЖНО;ЛЕЙСЯ, ПЕСНЯ;ТУХМАНОВ Д.;КОХАНОВСКИЙ И.; ; 
850;ОБЫЧНАЯ ИСТОРИЯ;КИРКОРОВ Ф.;БРЕЙТБУРГ К.;КАВАЛЕРЯН К.; ; 
2487;ОБЫЧНЫЕ ДЕЛА;ВАЛЕРИЯ;ШУЛЬГИН А.;СЛАВОРОСОВ А.; ; 
362;ОВОЩНОЕ ТАНГО;НЕСЧАСТНЫЙ СЛУЧАЙ;ЧЕКРЫЖОВ С.;КОРТНЕВ А.; ; 
2202;ОГНЕЙ ТАК МНОГО ЗОЛОТЫХ;"ИЗ К/Ф ""ДЕЛО БЫЛО В ПЕНЬКОВЕ""";МОЛЧАНОВ К.;ДОРИЗО Н.; ; 
3125;ОГОНЕК;НЕЧАЕВ В.;КОВАЛЬСКИЙ Д.;КОВАЛЬСКИЙ Д.; ; 
3278;ОГОНЬ ПРОМЕТЕЯ;ХИЛЬ Э.;ФЕЛЬЦМАН О.;ОЛЕВ Н.; ; 
2304;ОГОНЬКИ;ВДОВЕНКО Ю.;БРЕЙТБУРГ К.;КАВАЛЕРЯН К.; ; 
3277;ОГРОМНОЕ НЕБО;БЕРНЕС М.;ФЕЛЬЦМАН О.;РОЖДЕСТВЕНСКИЙ Р.; ; 
3272;ОДЕССА-МАМА;КОБЗОН И.;ФЕЛЬЦМАН О.;ГАРИН Ю.; ; 
2544;ОДЕССКАЯ ПИВНАЯ;НАР.;НАР.;НАР.; ; 
759;ОДЕССКИЙ ПОРТ;КАЛАШНИКОВ В.;ТАБАЧНИКОВ М.;ФРЕНКЕЛЬ И.; ; 
3092;ОДЕССУ-МАМУ НЕ ПРОДАМ;ШУФУТИНСКИЙ М.;НЕИЗВ.;НЕИЗВ.; ; 
1527;ОДИН ВЗГЛЯД НАЗАД;НИКОЛЬСКИЙ К.;НИКОЛЬСКИЙ К.;НИКОЛЬСКИЙ К.; ; 
1117;ОДИН РАЗ В ГОД САДЫ ЦВЕТУТ;ГЕРМАН А.;ШАИНСКИЙ В.;РЯБИНИН М.;•; 
1118;ОДИНОКАЯ;ЦЫГАНОВА В.;РИЧАРД Н.;ЦЫГАНОВ В.; ; 
1743;ОДИНОКАЯ ВЕТКА СИРЕНИ;ЗАЛКИН В.;ЗАЛКИН В.;ЗАЛКИН В.; ; 
363;ОДИНОКАЯ ЛУНА;ЛИКА STAR;ПОСТОВАЛОВ Д.;ЛИКА STAR; ; 
3409;ОДИНОКАЯ ПТИЦА;НАУТИЛУС ПОМПИЛИУС;БУТУСОВ В.;КОРМИЛЬЦЕВ И.; ; 
2128;ОДИНОЧЕСТВО;ЛОЗА Ю.;ЛОЗА Ю.;ЛОЗА Ю.; ; 
760;ОДИССЕЙ;АККОРД;ЗАЦЕПИН А.;ДЕРБЕНЕВ Л.; ; 
1642;ОДНА;ПОДОЛЬСКАЯ Н.;ПАВЛОВА Н.;ПАВЛОВА Н.; ; 
2559;ОДНА ЗВЕЗДА;ПЬЕХА С.;ДРОБЫШ В.;А'КИМ А.; ; 
2129;ОДНА НАУЧНАЯ ЗАГАДКА. ИЛИ ПОЧЕМУ АБОРИГЕНЫ СЪЕЛИ КУКА;ВЫСОЦКИЙ В.;ВЫСОЦКИЙ В.;ВЫСОЦКИЙ В.; ; 
3163;ОДНАЖДЫ;БРАВО;ХАВТАН Е.;ПАТРУШЕВ С.; ; 
3237;ОДНАЖДЫ ЛЮБОВЬ;БЛЕСТЯЩИЕ;ГРОЗНЫЙ А.;ОРЛОВА О.; ; 
1528;ОДНАЖДЫ МИР ПРОГНЕТСЯ ПОД НАС;МАШИНА ВРЕМЕНИ;МАКАРЕВИЧ А.;МАКАРЕВИЧ А.;•; 
1862;ОДНАЖДЫ МОРЕМ Я ПЛЫЛА;НАР.;НАР.;НАР.;•; 
2882;ОДНИ ДОМА;ПРОПАГАНДА;ВОРОНИНА В.;ВОРОНИНА В.; ; 
1120;ОЖИДАНИЕ;ГОРБАЧЕВА А.;ФРАДКИН М.;ФРАДКИН М.; ; 
364;ОЗЕРО НАДЕЖДЫ;ПУГАЧЕВА А.;НИКОЛАЕВ И.;НИКОЛАЕВ И.;•; 
2217;ОЙ, ГОВОРИЛА ЧИСТА ВОДА;ВИА ГРА;МЕЛАДЗЕ К.;ГОЛЬДЭ Д.;•; 
2541;ОЙ, ДА ТЫ ПОДУЙ, ВЕТЕР НИЗОВОЙ;РУСЛАНОВА Л.;НАР.;НАР.; ; 
1863;ОЙ, МОРОЗ, МОРОЗ;ШАВРИНА Е.;НАР.;НАР.; ; 
1816;ОЙ, ОЙ;140 УДАРОВ В МИНУТУ;КОНЕВ С.;КОНЕВ С.; ; 
1864;ОЙ, ПРИ ЛУЖКУ, ПРИ ЛУЖКЕ;ЗОЛОТОЕ КОЛЬЦО;НАР, КОСТЮК А.;НАР.;•; 
1865;ОЙ, СНЕГ-СНЕЖОК;НАР.;ПОНОМАРЕНКО Г.;БОКОВ В.; ; 
1866;ОЙ, ТО НЕ ВЕЧЕР;НАР.;НАР.;НАР.;•; 
365;ОЙ, Я НЕ ПОЙДУ ДОМОЙ!;СВИРИДОВА А.;СВИРИДОВА А.;СВИРИДОВА А.; ; 
3202;ОКЕАН И ТРИ РЕКИ;ВИА ГРА;МЕЛАДЗЕ К.;МЕЛАДЗЕ К.; ; 
2394;ОКЕАН ЛЮБВИ;АЛЛЕГРОВА И.;ГАРНИЗОВ А.;ГАРИН Ю.; ; 
2393;ОКОЛИЦА;ЗОЛОТОЕ КОЛЬЦО;КОСТЮКА.;СТЕПАНОВ В.;•; 
2529;ОКРАСИЛСЯ МЕСЯЦ БАГРЯНЦЕМ;НАР.;НАР.;НАР.; ; 
366;ОКРОШКА;ЖУКИ;ЖУКОВ В.;ЖУКОВ В.; ; 
1121;ОЛЕАНДР;ОБОДЗИНСКИЙ В.;ЛАВИАНОС В.;ГАДЖИКАСИМОВ О.; ; 
678;ОЛЕ-ОЛЕ;АГУТИН Л.;АГУТИН Л.;АГУТИН Л.;•; 
1122;ОЛЕСЯ;СЯБРЫ;ИВАНОВ О.;ПОПЕРЕЧНЫЙ А.; ; 
1529;ОЛЬГА;СУКАЧЕВ Г;СУКАЧЕВ И.;СУКАЧЕВ И.; ; 
1530;ОН БЫЛ СТАРШЕ ЕЕ;МАШИНА ВРЕМЕНИ;МАКАРЕВИЧ А.;МАКАРЕВИЧ А.; ; 
2447;ОН ВИНОВАТ;КОЗИН В.;НЕИЗВ.;ПЕРРОТЕ М.; ; 
367;ОН И ОНА;ГОРБАЧЕВА А.;ГОРБАЧЕВА А.;ГОРБАЧЕВА А.;•; 
2392;ОН И ОНА;ПРЕМЬЕР-МИНИСТР;БРЕЙТБУРГ К.;АРСЕНЕВ К., БРЕЙТБУРГ К.;•; 
1531;ОН ИГРАЕТ НА ПОХОРОНАХ И ТАНЦАХ;МАШИНА ВРЕМЕНИ;КУТИКОВ А.;МАКАРЕВИЧ А.; ; 
3164;ОН МЕНЯ НЕ НАШЕЛ;РОТАРУ С.;МЕЛАДЗЕ К.;МЕЛАДЗЕ К.; ; 
2130;ОН НЕ ВЕРНУЛСЯ ИЗ БОЯ;ВЫСОЦКИЙ В.;ВЫСОЦКИЙ В.;ВЫСОЦКИЙ В.; ; 
368;ОН НЕ ЗНАЕТ НИЧЕГО;КРАСКИ;КОВАЛЕВСКАЯ О.;КОВАЛЕВСКАЯ О.; ; 
2391;ОН НЕ РАЗЛЮБИТ;ЧАЙ ВДВОЕМ;КЛЯВЕР Д.;КЛЯВЕР Д., КОСТЮШКИН С.;•; 
2462;ОН ОДИН;МАЛИКОВ Д.;МАЛИКОВ Д.;ЛАРА Д`ЭЛИА; ; 
2924;ОН ПРИШЕЛ, ЭТОТ ДОБРЫЙ ДЕНЬ;"ИЗ К/Ф ""31 ИЮНЯ""";ЗАЦЕПИН А.;ДЕРБЕНЕВ Л., КАЗАКОВА Р.; ; 
680;ОН ТЕБЯ ЦЕЛУЕТ;РУКИ ВВЕРХ;ЖУКОВ С, ПОТЕХИН А.;ЖУКОВ С, ПОТЕХИН А.;•; 
681;ОН УЛЕТЕЛ;ГОСТИ ИЗ БУДУЩЕГО;УСАЧЕВ Ю., ПОЛЬНА Е.;ПОЛЬНА Е.; ; 
369;ОН ЧУЖОЙ;ГОСТИ ИЗ БУДУЩЕГО;УСАЧЕВ Ю., ПОЛЬНА Е.;ПОЛЬНА Е.;•; 
2557;ОНА;МАЛИКОВ Д.;МАЛИКОВ Д.;ЛАРА Д`ЭЛИА; ; 
2131;ОНА БЫЛА В ПАРИЖЕ;ВЫСОЦКИЙ В.;ВЫСОЦКИЙ В.;ВЫСОЦКИЙ В.; ; 
1532;ОНА ИДЕТ ПО ЖИЗНИ СМЕЯСЬ;МАШИНА ВРЕМЕНИ;МАКАРЕВИЧ А.;МАКАРЕВИЧ А.; ; 
2870;ОНА НЕ ВЕРИТ БОЛЬШЕ В ЛЮБОВЬ;ЛИЦЕЙ;МАКАРЕВИЧ А.;ТИМЧЕНКО Н.; ; 
1124;ОНА НЕ ПОНИМАЕТ;СЕКРЕТ;ЛЕОНИДОВ М., ФОМЕНКО Н., ЗАБЛУДОВСКИЙ А.;ФОМЕНКО Н., ЗАБЛУДОВСКИЙ А.; ; 
370;ОНА ОДНА;ГУБИН А.;ГУБИН А.;ГУБИН А.; ; 
371;ОПЕРА №2;ВИТАС;ВИТАС;ВИТАС; ; 
2555;ОПЕРУПОЛНОМОЧЕННЫЙ;БЛЕСТЯЩИЕ;ГРОЗНЫЙ А.;ИВАНОВА Т.; ; 
2580;ОРАНЖЕВОЕ СОЛНЦЕ;КРАСКИ;КОВАЛЕВСКАЯ О.;КОВАЛЕВСКАЯ О.; ; 
2401;ОРЕВУАР;ВАРУМ А.;ВАРУМ Ю.;ШАГАБУТДИНОВ В.; ; 
1125;ОРЕНБУРГСКИЙ ПУХОВЫЙ ПЛАТОК;ЗЫКИНА Л.;ПОНОМАРЕНКО Г.;БОКОВ В.; ; 
1937;ОРЛЕНОК;ДЕТСКИЙ ХОР ВР И ЦТ;БЕЛЫЙ В.;ШВЕДОВ Я.; ; 
1126;ОРЛЯТА УЧАТСЯ ЛЕТАТЬ;ГУЛЯЕВ Ю.;ПАХМУТОВА А.;ДОБРОНРАВОВ Н.; ; 
2433;ОСВОБОДИ СЕРДЦЕ МОЕ;А'СТУДИО;СЕРКЕБАЕВ Б.;ШАКЕЕВ Е.; ; 
3030;ОСЕНИ В ГЛАЗА;БУЛАНОВА Т.;ЛАТЫШКО И.;ЛАТЫШКО И.; ; 
1127;ОСЕННИЕ ЛИСТЬЯ;ПУГАЧЕВА А.;МОКРОУСОВ Б.;ЛИСЯНСКИЙ М.;•; 
1744;ОСЕННИЙ ВЕЧЕР;КРИЧЕВСКИЙ ГАРИК;КРИЧЕВСКИЙ Г.;КРИЧЕВСКИЙ Г.;•; 
3262;ОСЕННИЙ ВЕЧЕР;ОСИН Е.;ОСИН Е.;АЛЕКСЕЕВ А.; ; 
372;ОСЕННИЙ ДЖАЗ;ВАРУМ А.;ВАРУМ Ю.;КРАСТОШЕВСКИЙ К.; ; 
373;ОСЕННИЙ ПОЦЕЛУЙ;ПУГАЧЕВА А.;ПУГАЧЕВА А.;НИКОЛАЕВ И.;•; 
1128;ОСЕННИЙ СВЕТ;КОБЗОН И.;ТАТЛЯН Ж.;БЛИНОВ С.; ; 
1533;ОСЕНЬ;7Б;ДЕМЬЯН И.;ДЕМЬЯН И.; ; 
374;ОСЕНЬ;АЛСУ;ШЕВЧЕНКО А.;ШЕВЧЕНКО А.; ; 
761;ОСЕНЬ;КОЗИН В.;КОЗИН В.;БЕЛОГОРОДСКАЯ Е., КОЗИН В.; ; 
1683;ОСЕНЬ;ЗВЕЗДИНСКИЙ М.;ЗВЕЗДИНСКИЙ М.;ЗВЕЗДИНСКИЙ М.; ; 
375;ОСЕНЬ;ЛИЦЕЙ;МАКАРЕВИЧ А.;МАКАРЕВИЧ А.; ; 
3394;ОСЕНЬ;СУКАЧЕВ Г;СУКАЧЕВ И.;СУКАЧЕВ И.; ; 
2390;ОСЕНЬ НАШЕЙ ЛЮБВИ;КУЗЬМИН В.;КУЗЬМИН В.;КУЗЬМИН В.; ; 
2561;ОСКОЛКИ ЛЕТА;МЕЛАДЗЕ В.;МЕЛАДЗЕ К.;МЕЛАДЗЕ К.; ; 
1534;ОСКОЛОК ЛЬДА;АРИЯ;ДУБИНИН В.;ПУШКИНА М.; ; 
1745;ОСОБЫЙ;МАРШАЛ А.;КЛИМЕНКОВ В.;КЛИМЕНКОВ В.; ; 
2286;ОСТАНОВИ;ЧУМАКОВ А.;ДЕМЧУК Т.;ДЕМЧУК Т.; ; 
2389;ОСТАНОВИСЬ, ПОСТОЙ;ЛЮБОВНЫЕ ИСТОРИИ;САУЛИН А.;ПЕТРОСЯН С.;•; 
1129;ОСТАНОВИТЕ ЗЕМЛЮ;ЕВДОКИМОВ Я.;МОРОЗОВА.;ДЕРБЕНЕВ Л.; ; 
376;ОСТАНЬСЯ ЕЩЕ НА ЧАС;БРАВО;ХАВТАН Е.;ЖУКОВ В.; ; 
2439;ОСТОРОЖНО, ЛИСТОПАД!;ПУГАЧЕВА А.;ЛУКЬЯНОВА.;ГОРОДОВА М.; ; 
683;ОСТРОВ;АГУТИН Л.;АГУТИН Л.;АГУТИН Л.; ; 
377;ОСТРОВ;КАРНАВАЛ;ГОРОБЕЦ Р.;ЖАГУН П.; ; 
1746;"ОСТРОВ ""ОГНЕННЫЙ""";КРЕСТОВЫЙ ТУЗ;КОЗЫРЕВ В.;КОЗЫРЕВ В.; ; 
1131;ОСТРОВ ДЕТСТВА;БОЯРСКИЙ М.;ФЕЛЬЦМАН О.;РЯБИНИН М.;•; 
265;ОСТРОВ НАДЕЖДЫ;А'СТУДИО;СЕРКЕБАЕВ Б.;ШАКЕЕВ Е., МИКЛОШИЧ В.; ; 
2203;ОСТРОВ НЕВЕЗЕНИЯ;"ИЗ К/Ф ""БРИЛЛИАНТОВАЯ РУКА""";ЗАЦЕПИНА.;ДЕРБЕНЕВ Л.; ; 
2923;ОСТРОВА;НЕЗАМУЖЕМ;ЧЕРНАВСКИИ Ю.;ДЕРБЕНЕВ Л.; ; 
378;ОСТРОВА ЛЮБВИ;БУЙНОВА.;КРУТОЙ И.;ГЕНДЕЛЬ Л.;•; 
2997;ОСТРОВОК;САЛТЫКОВ В.;МОРОЗОВА.;РЯБИНИН М.;•; 
2204;ОТ ЗАРИ ДО ЗАРИ;"ИЗ К/Ф ""ПЕСНИ МОРЯ""";ПОПА ТЕМИСТОКЛ;РОЖДЕСТВЕНСКИЙ Р.;•; 
2505;ОТ ЛЮБВИ К ЛЮБВИ;НИКОЛЬСКИЙ К.;НИКОЛЬСКИЙ К.;НИКОЛЬСКИЙ К.; ; 
3017;ОТ МОСКВЫ ДО ШЕПЕТОВКИ;УСПЕНСКАЯ Л.;АЗАРОВ И.;ЛИСИЦ Р.; ; 
379;ОТВАЛИ;ЛОЛИТА;ОРЛОВ М.;ОРЛОВ М.; ; 
1938;ОТВОРИТЕ ВОЛШЕБНЫЕ ДВЕРИ;"ИЗ К/Ф ""ТАЙНА СНЕЖНОЙ КОРОЛЕВЫ""";МИНКОВ М.;КОРОСТЫЛЕВ В.; ; 
2066;ОТГОВОРИЛА РОЩА ЗОЛОТАЯ;КОЗИН В.;ПОНОМАРЕНКО Г.;ЕСЕНИН С.; ; 
380;ОТДЫХАЮ;ВАРУМ А.;ВАРУМ Ю.;ШАМИС О.; ; 
3066;ОТКРОЙ;ШИРОКОВА Е.;ШУЛЬГИНА.;ШУЛЬГИН А.; ; 
2901;ОТПУСКАЮ;МАРШАЛ А.;ЕСЕНИН П., МАРШАЛ А.;ТРУСОВ Я.; ; 
2563;ОТПУСТИ ЛЮБОВЬ;МАРШАЛ А.;МАРШАЛА.;ВУЛЫХ А.; ; 
2589;ОТПУСТИ МЕНЯ;ВАЛЕРИЯ;КРУТОЙ И.;СТЮФ Л.; ;•
3379;ОТПУСТИ МЕНЯ;ШУФУТИНСКИЙ М.;КРУТОЙ И.;КАДЫШЕВА Ю.; ; 
2443;ОТПУСТИТЕ МЕНЯ В ГИМАЛАИ;РАСПУТИНА М.;ЛУКЬЯНОВ А.;ДЕРБЕНЕВ Л.; ; 
1132;ОТПЫЛАЛ ЗАКАТ;КОБЗОН И.;ЗИБРОВ П.;РЫБЧИНСКИЙ Ю.; ; 
2588;ОТТОЛКНЕМСЯ-ПРИТЯНЕМСЯ;ДРУГИЕ ПРАВИЛА;ЛЮБАША;ЛЮБАША; ; 
2732;ОТХОД НА СЕВЕР;НАУТИЛУС ПОМПИЛИУС;БУТУСОВ В.;БУТУСОВ В.; ; 
2918;ОТЦВЕЛИ ХРИЗАНТЕМЫ;ПОГУДИН О.;ХАРИТО Н.;ШУМСКИЙ В.; ; 
1133;ОТЧИЙ ДОМ;РОТАРУ С.;МАРТЫНОВ Е.;ДЕМЕНТЬЕВА.;•; 
1535;ОТШЕЛЬНИК;АРИЯ;ХОЛСТИНИН В.;ПУШКИНА М.; ; 
381;ОТШУМЕЛИ ЛЕТНИЕ ДОЖДИ;ШУРА;ЕСЕНИН П.;МЕДВЕДЕВА.; ; 
2036;ОФИЦЕРЫ;ГАЗМАНОВ О.;ГАЗМАНОВ О.;ГАЗМАНОВ О.;•; 
2132;ОХОТА НА ВОЛКОВ;ВЫСОЦКИЙ В.;ВЫСОЦКИЙ В.;ВЫСОЦКИЙ В.; ; 
382;ОХОТНИК;АЛЛЕГРОВА И,;КУЧМЕНКО С.;БЕЛКИН Г; ; 
3397;ОХОТНЫЙ РЯД;ВИЗБОР Ю.;ВИЗБОР Ю.;ВИЗБОР Ю.; ; 
1747;ОЧАРОВАНА, ОКОЛДОВАНА;ЗВЕЗДИНСКИЙ М.;ЗВЕЗДИНСКИЙ М.;ЗАБОЛОЦКИЙ Н.; ; 
2489;ОЧАРОВАТЕЛЬНЫЕ ГЛАЗКИ;НАР.;НАР., ВОЛКОВ В.;НАР.; ; 
383;ОЧАРОВАШКА;ВАРУМ А.;ВАРУМ Ю.;КРАСТОШЕВСКИЙ К.; ; 
3219;ОЧЕНЬ КРАСИВАЯ ЖЕНЩИНА;УСПЕНСКАЯ Л.;АЗАРОВ И.;ЛИСИЦ Р.; ; 
1134;ОЧЕНЬ ХОРОШО;ПУГАЧЕВА А.;МАЖУКОВ А.;УСМАНОВ Д.; ; 
2067;ОЧИ ЧЕРНЫЕ;СЛИЧЕНКО Н.;НЕИЗВ.;ГРЕБЕНКА Е.; ; 
2587;ПАДАЕТ ДОЖДЬ;ЛИЦЕЙ;МАКАРЕВИЧ АЛ.;ТИМЧЕНКО Н.; ; 
384;ПАДАЕТ СНЕГ;АСИМОВ В.;КРУТОЙ И.;ОСИАШВИЛИ С.;•; 
1748;ПАДАЛ СНЕГ;КРУГ М.;КРУГ М.;КРУГ М.; ; 
385;ПАДАЛА ЗВЕЗДА;РОСТОВА П.;МОСС ДЖ.;А'КИМ А.;•; 
386;ПАДАЛИ ЗВЕЗДЫ;REFLEX;ТЮРИН В.;ТЮРИН В., ТИМЧЕНКО Н., КАЛЬПУРНИЙ Г., ВОЙНАЛОВИЧ Е.; ; 
387;ПАДАЮТ ЛИСТЬЯ;БУЙНОВА.;ЗУЙКОВ В.;ЗУЙКОВ В.;•; 
3165;ПАЛЬМЫ ПАРАМИ;БЛЕСТЯЩИЕ;ГРОЗНЫЙ А.;ИВАНОВА Т.; ; 
3238;ПАМ ПАМ ПАМ;БЛЕСТЯЩИЕ;ГРОЗНЫЙ А.;ОРЛОВА О.; ; 
2133;ПАМЯТИ ВЫСОЦКОГО;ЛОЗА Ю.;ЛОЗА Ю.;ЛОЗА Ю.; ; 
3114;ПАПА И МАМА;КАТЯ ЛЕЛЬ;КЕМЕРОВСКИЙ Е.;КЕМЕРОВСКИЙ Е., ШЕМЯТЕНКОВА Н.; ; 
1135;ПАПА КУПИЛ АВТОМОБИЛЬ;ПУГАЧЕВА А.;ПУГАЧЕВА А.;МИЛЯВСКИЙ О.;•; 
3012;ПАПА, ПОДАРИ КУКЛУ;МОРОЗОВА А.;МОРОЗОВ А.;ГОРБОВСКИЙ Г.; ; 
1136;ПАРА БЕЛЫХ ГОЛУБЕЙ;РОТАРУ С.;МАТЕЦКИЙ В.;ФАЙБУШЕВИЧ М.; ; 
2068;ПАРА ГНЕДЫХ;ЦЫГАНОВА В.;ДАНАУРОВ С.;АПУХТИН А.; ; 
2387;ПАРАЛЛЕЛЬНО ЛЮБВИ;АПИНА А.;БОЙКО С.;БОЙКО С.; ; 
389;ПАРАНОЙЯ;НОСКОВ Н.;НОСКОВ Н.;БРУСЕНЦЕВ И.;•; 
2417;ПАРЕНЕК ПОД СЛЕДСТВИЕМ;ЛЯПИС ТРУБЕЦКОЙ;МИХАЛОК С.;МИХАЛОК С.; ; 
390;ПАРЕНЬ С ГИТАРОЙ;САРУХАНОВ И.;САРУХАНОВ И.;ТАНИЧ М.; ; 
391;ПАРЕНЬ ЧЕРНОКОЖИЙ;АГУТИН Л.;АГУТИН Л.;АГУТИН Л.;•; 
1430;ПАРИЖ;МАССКВА;ЛЕРА МАССКВА;ЛЕРА МАССКВА; ; 
2418;ПАРНИШКА С ГИТАРОЙ;АПИНА А.;САВЧЕНКО А.;АЛОВА.; ; 
2414;ПАРОВОЗИК-ОБЛАЧКО;ЛИЦЕЙ;МАКАРЕВИЧ АЛ.;МОРСИН А.; ; 
2586;ПАРОЛЬ;ТАНЦЫ МИНУС;ПЕТКУН В.;ПЕТКУН В.; ; 
684;ПАРОХОД;АГУТИН Л.;АГУТИН Л.;АГУТИН Л.; ; 
3116;ПАРОХОД;УТЕСОВ Л.;МИНХ А.;ДАКТИЛЬ А.; ; 
3338;ПАРОХОДИК НАДЕЖДЫ;ОРБАКАЙТЕ К.;МОЛЧАНОВ О.;СЛАВОРОСОВ А.; ; 
1137;ПАРУСНИК БЕЛЫЙ;ФРИСТАЙЛ;РОЗАНОВ А.;КУЗНЕЦОВ С.; ; 
2423;ПАСМУРНОЕ УТРО;РОК-ОСТРОВА;ЗАХАРОВ В.;ЗАХАРОВ В.; ; 
2508;ПАСТУШОК;ЛЯПИС ТРУБЕЦКОЙ;МИХАЛОК С, САША РОЛОВ;МИХАЛОК С, САША РОЛОВ; ; 
2243;ПАУТИНА;ПРЕМЬЕР-МИНИСТР;БОДОЛИКА В.;КАВАЛЕРЯН К.;•; 
1750;ПАЦАНЫ;ДЮМИН А.;ДЮМИН А.;ДЮМИН А.; ; 
1751;ПАЦАНЫ;ШУФУТИНСКИЙ М.;КЛИМЕНКОВ В.;КЛИМЕНКОВ В.; ; 
1536;ПАЧКА СИГАРЕТ;КИНО;ЦОЙ В.;ЦОЙ В.;•; 
3087;ПЕВИЦА И МУЗЫКАНТ;ДОЛИНА Л.;ЛОТКИН В.;СОКОЛКИН С.; ; 
2693;ПЕРВАЯ ПЕСНЯ ДИКИХ ГИТАР;"ИЗ К/Ф ""НОВОГОДНИЕ ПРИКЛЮЧЕНИЯ ВИТИ И МАШИ""";ГЛАДКОВ ГЕН.;ЛУГОВОЙ И.; ; 
263;ПЕРВАЯ ПЕСНЯ КОЗЫ;"ИЗ М/Ф ""ВОЛК И СЕМЕРО КОЗЛЯТ""";РЫБНИКОВ А.;ЭНТИН Ю.; ; 
1940;ПЕРВАЯ ПЕСНЯ РАЗБОЙНИКОВ;"ИЗ М/Ф ""БРЕМЕНСКИЕ МУЗЫКАНТЫ""";ГЛАДКОВ ГЕН.;ЭНТИН Ю.;•; 
3341;ПЕРВОЕ ЖЕЛАНИЕ;ЧЕРНИКОВА Л.;МОЛЧАНОВ О.;СЛАВОРОСОВ А.; ; 
3166;ПЕРВОЕ СВИДАНИЕ;МАЛИНИН Н., ВЕБЕР М.;ШУЛЬГИН А.;ШУЛЬГИН А.; ; 
1941;ПЕРВОКЛАШКА;ДЕТСКИЙ ХОР ВР И ЦТ;ШАИНСКИЙ В.;ЭНТИН Ю.; ; 
1138;ПЕРВОКУРСНИЦА;МАЛЕЖИК В.;МАЛЕЖИК В.;ПОЛОСУХИН В.;•; 
1537;ПЕРВЫЙ ДЕНЬ ОСЕНИ;СМЫСЛОВЫЕ ГАЛЛЮЦИНАЦИИ;БОБУНЕЦ С., ЛЕКОМЦЕВ К.;БОБУНЕЦ С., ГЕНЕНФЕЛЬД О.; ; 
1139;ПЕРВЫЙ ПОЦЕЛУЙ;ГОЛУБЫЕ ГИТАРЫ;ГРАНОВ Д.;ДЕРБЕНЕВ Л.; ; 
393;ПЕРВЫЙ ПОЦЕЛУЙ;КОРОЛЕВА Н.;НИКОЛАЕВ И.;НИКОЛАЕВ И.;•; 
395;ПЕРВЫЙ РАЗ;REFLEX;ТЮРИН В.;НЕЛЬСОН И.;•; 
394;ПЕРВЫЙ РАЗ;АЛСУ;БАЙКОВ В.;БАЙКОВ В.; ; 
1538;ПЕРВЫЙ СНЕГ;МОРАЛЬНЫЙ КОДЕКС;ДЕВЛЕТ-КИЛЬДЕЕВ Н.;ЖАГУН П.; ; 
1140;ПЕРВЫЙ СНЕГ;ФРИСТАЙЛ;РОЗАНОВ А.;КУЗНЕЦОВ С.; ; 
2226;ПЕРВЫМ ДЕЛОМ САМОЛЕТЫ;"ИЗ К/Ф ""НЕБЕСНЫЙ ТИХОХОД""";СОЛОВЬЕВ-СЕДОЙ В.;ФОГЕЛЬСОН С.;•; 
1141;ПЕРЕКАТИ-ПОЛЕ;ЧЕПРАГА Н.;КОРЖУКОВ С.;КОЗЛОВА Л.; ; 
2585;ПЕРЕЛЕЙ ВОДА;ВАЛЕРИЯ;ДРОБЫШ В.;А'КИМ А.; ; 
2584;ПЕРЕЛЕТНАЯ ПТИЦА;ОРБАКАЙТЕ К.;ЛЮБАША;ЛЮБАША; ;•
3117;ПЕРЕЧИТАТЬ НАИЗУСТЬ СТИХИ;ГОСТИ ИЗ БУДУЩЕГО;ПОЛЬНА Е., УСАЧЕВ Ю.;ПОЛЬНА Е.; ; 
2922;ПЕСЕНКА БАНДИТОВ;"ИЗ М/Ф ""ПРИКЛЮЧЕНИЯ КАПИТАНА ВРУНГЕЛЯ""";ЧЕПОВЕЦКИЙ Е.;ФИРТИЧ Г.; ; 
